loss,val_loss
0.6484526991844177,0.24560773372650146
0.07705528289079666,0.024606216698884964
0.04835140332579613,0.06811247766017914
0.048814088106155396,0.024433095008134842
0.014264082536101341,0.009742410853505135
0.012843444012105465,0.011068970896303654
0.01077689602971077,0.0064229536801576614
0.007610726170241833,0.007726628798991442
0.007611230481415987,0.00698311859741807
0.006892606150358915,0.005658689886331558
0.0066791921854019165,0.005385207012295723
0.006488726940006018,0.005496358964592218
0.006321079563349485,0.005526495166122913
0.006190068554133177,0.005264868959784508
0.0060481601394712925,0.0051242029294371605
0.005920120514929295,0.005013914313167334
0.005793152842670679,0.004932486917823553
0.0056654661893844604,0.004850463476032019
0.005543483421206474,0.004720265977084637
0.005420638248324394,0.004608366638422012
0.005303665995597839,0.004523042589426041
0.005189201328903437,0.004415856674313545
0.005075893830507994,0.004308244679123163
0.004968854598701,0.004232736304402351
0.004861239809542894,0.004139101132750511
0.004759997595101595,0.004055848810821772
0.004662164021283388,0.003991035278886557
0.004568659234791994,0.00390738295391202
0.004478381015360355,0.0038318706210702658
0.004390669986605644,0.0037685949355363846
0.004309414885938168,0.0036888178437948227
0.004231410101056099,0.0036263628862798214
0.004156474489718676,0.00356779876165092
0.004088251851499081,0.0035022234078496695
0.00402045389637351,0.003474804572761059
0.003958714660257101,0.003417389467358589
0.0039022285491228104,0.0033536299597471952
0.0038489345461130142,0.003354412969201803
0.003796735778450966,0.003256718162447214
0.003749476745724678,0.003250316483899951
0.0037033429834991693,0.0032057391945272684
0.003665443044155836,0.0031772321090102196
0.0036322581581771374,0.003181521315127611
0.003590339794754982,0.0031111869029700756
0.0035617994144558907,0.0031117426697164774
0.0035301598254591227,0.0030827061273157597
0.0035027218982577324,0.0030742136295884848
0.0034801573492586613,0.003044459270313382
0.0034585678949952126,0.003036100883036852
0.0034381551668047905,0.0030267462134361267
0.0034197731874883175,0.003015453927218914
0.003405417548492551,0.0030046177562326193
0.003390899859368801,0.0029972128104418516
0.003380188252776861,0.002979667391628027
0.003367816098034382,0.0029899508226662874
0.0033554108813405037,0.0029683078173547983
0.0033452429343014956,0.0029780096374452114
0.0033375793136656284,0.0029682633467018604
0.0033293417654931545,0.0029579713009297848
0.0033241542987525463,0.0029582350980490446
0.0033174422569572926,0.002958921482786536
0.00331394886597991,0.0029568637255579233
0.0033059895504266024,0.0029533086344599724
0.003302220022305846,0.002955201081931591
0.0033002994023263454,0.0029550378676503897
0.0032961564138531685,0.002953966846689582
0.0032923829276114702,0.0029487526044249535
0.0032883721869438887,0.0029503554105758667
0.003286158200353384,0.0029457341879606247
0.0032851514406502247,0.002946562832221389
0.003285610117018223,0.0029476238414645195
0.0032799732871353626,0.0029478741344064474
0.0032777213491499424,0.002947587752714753
0.0032752957195043564,0.002948163775727153
0.0032754456624388695,0.002948111854493618
0.003274606540799141,0.0029429239220917225
0.003271556692197919,0.0029445230029523373
0.0032707040663808584,0.00294695352204144
0.003268118016421795,0.002945296699181199
0.0032667135819792747,0.002943296916782856
0.0032702607568353415,0.002945095533505082
0.0032691091764718294,0.0029422356747090816
0.003268713364377618,0.0029461372178047895
0.003260107710957527,0.0029409569688141346
0.0032591093331575394,0.0029445160180330276
0.0032586962915956974,0.0029410456772893667
0.0032562636770308018,0.002944771433249116
0.003255374962463975,0.0029425248503684998
0.0032545148860663176,0.00294054695405066
0.0032535672653466463,0.0029392011929303408
0.003251483431085944,0.0029371187556535006
0.0032519050873816013,0.002939539961516857
0.0032528939191251993,0.0029379772022366524
0.0032499737571924925,0.002936140401288867
0.0032491011079400778,0.002936352975666523
0.0032493965700268745,0.0029421148356050253
0.0032473495230078697,0.0029356491286307573
0.00324674928560853,0.0029304889030754566
0.003249789122492075,0.0029323881026357412
0.0032465578988194466,0.0029324109200388193
