loss,val_loss
0.08558940142393112,0.03712021932005882
0.052505217492580414,0.03413164243102074
0.04266231879591942,0.024639736860990524
0.03231436014175415,0.023764953017234802
0.027265530079603195,0.019406674429774284
0.02293252758681774,0.016743645071983337
0.020343737676739693,0.016060303896665573
0.018291780725121498,0.015622632578015327
0.01673722267150879,0.014019169844686985
0.015495292842388153,0.013393419794738293
0.014440958388149738,0.012785740196704865
0.013568115420639515,0.011950165964663029
0.012797820381820202,0.011416363529860973
0.012105264700949192,0.010964982211589813
0.011490723118185997,0.010200359858572483
0.010915951803326607,0.009834573604166508
0.010397105477750301,0.009475775063037872
0.009890644811093807,0.008831352926790714
0.00944336038082838,0.008411835879087448
0.009008041583001614,0.008145698346197605
0.008603722788393497,0.007632828317582607
0.008224446326494217,0.007415095344185829
0.007878092117607594,0.0069508678279817104
0.007548785302788019,0.006700434722006321
0.007238428574055433,0.006448102183640003
0.0069533903151750565,0.006077647674828768
0.006681395228952169,0.005935315974056721
0.00643665436655283,0.005616642069071531
0.006200688891112804,0.0053903390653431416
0.00597522035241127,0.005239404272288084
0.0057735685259103775,0.004973625764250755
0.005584904924035072,0.004802933894097805
0.0054120589047670364,0.0046804375015199184
0.005251551046967506,0.004506249446421862
0.005099460482597351,0.0043922956101596355
0.00495658116415143,0.004187537357211113
0.004834302235394716,0.0041162194684147835
0.004711650777608156,0.004011716693639755
0.00460072560235858,0.003918951377272606
0.004503639880567789,0.0037898696027696133
0.004412238486111164,0.003743219655007124
0.004329450894147158,0.003645743941888213
0.004254118539392948,0.0035785636864602566
0.004184267949312925,0.0035365105140954256
0.004127946216613054,0.0034812050871551037
0.004068218637257814,0.003420041175559163
0.004012459889054298,0.003387111471965909
0.003964727744460106,0.0033460671547800303
0.0039276061579585075,0.003327907994389534
0.0038861953653395176,0.0032686227932572365
0.003854339011013508,0.0032532268669456244
0.003818975295871496,0.0032302874606102705
0.003793534589931369,0.003185363719239831
0.0037730189505964518,0.0032058092765510082
0.00375963281840086,0.0031394159886986017
0.003727539675310254,0.0031646322458982468
0.003707775380462408,0.003114381805062294
0.003688554745167494,0.00313656241632998
0.0036721709184348583,0.0031066881492733955
0.0036549768410623074,0.0031041940674185753
0.0036428067833185196,0.003079488640651107
0.0036305852700024843,0.0030965423211455345
0.0036194571293890476,0.0030675488524138927
0.0036088768392801285,0.0030654582660645247
0.003598701674491167,0.003064634744077921
0.0035952008329331875,0.0030672159045934677
0.0035815518349409103,0.0030476623214781284
0.0035739392042160034,0.0030596673022955656
0.0035670569632202387,0.003033073153346777
0.0035614310763776302,0.003038935363292694
0.0035497748758643866,0.0030261569190770388
0.0035455632023513317,0.003032013773918152
0.00353835616260767,0.003021430457010865
0.003531751921400428,0.0030158536974340677
0.00352757447399199,0.0030263832304626703
0.0035257446579635143,0.0030146974604576826
0.003516643075272441,0.003008858533576131
0.0035117585211992264,0.0030228039249777794
0.0035053526517003775,0.0030033194925636053
0.0035016408655792475,0.0030057269614189863
0.003495505079627037,0.0030005162116140127
0.0034925967920571566,0.00299716810695827
0.0034847783390432596,0.002998312935233116
0.0034821224398911,0.0029937434010207653
0.003481067717075348,0.002993643982335925
0.003475478384643793,0.002997535979375243
0.003476722864434123,0.002985535189509392
0.003467678790912032,0.002988117281347513
0.0034619078505784273,0.002985849278047681
0.0034574500750750303,0.0029801963828504086
0.003455724800005555,0.0029906395357102156
0.0034548502881079912,0.0029860930517315865
0.003452745033428073,0.002981328871101141
0.0034392583183944225,0.002978274831548333
0.0034431470558047295,0.0029749847017228603
0.003437610575929284,0.002970262663438916
0.0034313229843974113,0.0029708421789109707
0.003427709685638547,0.002972041256725788
0.003425454720854759,0.002983310492709279
0.003432492259889841,0.0029818520415574312
